state_legislative_district,precinct,office,district,candidate,party,votes
4.0,04-230 Ester,U.S. House,1,"Hinz, Lynette ",DEM,15
4.0,04-230 Ester,U.S. House,1,"Lindbeck, Steve",DEM,51
4.0,04-230 Ester,U.S. House,1,"McDermott, Jim C. ",LIB,10
4.0,04-230 Ester,U.S. House,1,"Watts, Jon B.",LIB,6
4.0,04-230 Ester,U.S. House,1,"Heikes, Gerald L. ",REP,4
4.0,04-230 Ester,U.S. House,1,"Tingley, Jesse J.",REP,3
4.0,04-230 Ester,U.S. House,1,"Wright, Stephen T.",REP,10
4.0,04-230 Ester,U.S. House,1,"Young, Don",REP,32
4.0,04-230 Ester,State Senate,B,"Hopkins, Luke",DEM,112
4.0,04-230 Ester,State Senate,B,"Coghill, John B. Jr.",REP,44
4.0,04-230 Ester,State House,4,"Guttenberg, David",DEM,110
4.0,04-240 Farmers Loop,U.S. Senate,,"Blatchford, Edgar",DEM,80
4.0,04-240 Farmers Loop,U.S. Senate,,"Metcalfe, Ray",DEM,73
4.0,04-240 Farmers Loop,U.S. Senate,,"Stevens, Cean",LIB,10
4.0,04-240 Farmers Loop,U.S. Senate,,"Kendall, Paul",REP,14
4.0,04-240 Farmers Loop,U.S. Senate,,"Lamb, Thomas",REP,11
4.0,04-240 Farmers Loop,U.S. Senate,,"Lochner, Bob",REP,19
4.0,04-240 Farmers Loop,U.S. Senate,,"Murkowski, Lisa",REP,88
4.0,04-240 Farmers Loop,U.S. House,1,"Hibler, William D. ",DEM,33
4.0,04-240 Farmers Loop,U.S. House,1,"Hinz, Lynette ",DEM,9
4.0,04-240 Farmers Loop,U.S. House,1,"Lindbeck, Steve",DEM,112
4.0,04-240 Farmers Loop,U.S. House,1,"McDermott, Jim C. ",LIB,9
4.0,04-240 Farmers Loop,U.S. House,1,"Watts, Jon B.",LIB,0
4.0,04-240 Farmers Loop,U.S. House,1,"Heikes, Gerald L. ",REP,10
4.0,04-240 Farmers Loop,U.S. House,1,"Tingley, Jesse J.",REP,1
4.0,04-240 Farmers Loop,U.S. House,1,"Wright, Stephen T.",REP,29
4.0,04-240 Farmers Loop,U.S. House,1,"Young, Don",REP,88
4.0,04-240 Farmers Loop,State Senate,B,"Hopkins, Luke",DEM,175
4.0,04-240 Farmers Loop,State Senate,B,"Coghill, John B. Jr.",REP,101
4.0,04-240 Farmers Loop,State House,4,"Guttenberg, David",DEM,171
4.0,04-250 Goldstream No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,41
4.0,04-250 Goldstream No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,37
4.0,04-250 Goldstream No. 1,U.S. Senate,,"Stevens, Cean",LIB,8
4.0,04-250 Goldstream No. 1,U.S. Senate,,"Kendall, Paul",REP,9
4.0,04-250 Goldstream No. 1,U.S. Senate,,"Lamb, Thomas",REP,1
4.0,04-250 Goldstream No. 1,U.S. Senate,,"Lochner, Bob",REP,18
4.0,04-250 Goldstream No. 1,U.S. Senate,,"Murkowski, Lisa",REP,32
4.0,04-250 Goldstream No. 1,U.S. House,1,"Hibler, William D. ",DEM,17
4.0,04-250 Goldstream No. 1,U.S. House,1,"Hinz, Lynette ",DEM,3
4.0,04-250 Goldstream No. 1,U.S. House,1,"Lindbeck, Steve",DEM,59
4.0,04-250 Goldstream No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,6
4.0,04-250 Goldstream No. 1,U.S. House,1,"Watts, Jon B.",LIB,1
4.0,04-250 Goldstream No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,7
4.0,04-250 Goldstream No. 1,U.S. House,1,"Tingley, Jesse J.",REP,2
4.0,04-250 Goldstream No. 1,U.S. House,1,"Wright, Stephen T.",REP,22
4.0,04-250 Goldstream No. 1,U.S. House,1,"Young, Don",REP,27
4.0,04-250 Goldstream No. 1,State Senate,B,"Hopkins, Luke",DEM,88
4.0,04-250 Goldstream No. 1,State Senate,B,"Coghill, John B. Jr.",REP,40
4.0,04-250 Goldstream No. 1,State House,4,"Guttenberg, David",DEM,86
4.0,04-260 Goldstream No. 2,U.S. Senate,,"Blatchford, Edgar",DEM,41
4.0,04-260 Goldstream No. 2,U.S. Senate,,"Metcalfe, Ray",DEM,53
4.0,04-260 Goldstream No. 2,U.S. Senate,,"Stevens, Cean",LIB,12
4.0,04-260 Goldstream No. 2,U.S. Senate,,"Kendall, Paul",REP,6
4.0,04-260 Goldstream No. 2,U.S. Senate,,"Lamb, Thomas",REP,4
4.0,04-260 Goldstream No. 2,U.S. Senate,,"Lochner, Bob",REP,11
4.0,04-260 Goldstream No. 2,U.S. Senate,,"Murkowski, Lisa",REP,40
4.0,04-260 Goldstream No. 2,U.S. House,1,"Hibler, William D. ",DEM,19
4.0,04-260 Goldstream No. 2,U.S. House,1,"Hinz, Lynette ",DEM,13
4.0,04-260 Goldstream No. 2,U.S. House,1,"Lindbeck, Steve",DEM,56
4.0,04-260 Goldstream No. 2,U.S. House,1,"McDermott, Jim C. ",LIB,7
4.0,04-260 Goldstream No. 2,U.S. House,1,"Watts, Jon B.",LIB,9
4.0,04-260 Goldstream No. 2,U.S. House,1,"Heikes, Gerald L. ",REP,4
4.0,04-260 Goldstream No. 2,U.S. House,1,"Tingley, Jesse J.",REP,7
4.0,04-260 Goldstream No. 2,U.S. House,1,"Wright, Stephen T.",REP,16
4.0,04-260 Goldstream No. 2,U.S. House,1,"Young, Don",REP,32
4.0,04-260 Goldstream No. 2,State Senate,B,"Hopkins, Luke",DEM,108
4.0,04-260 Goldstream No. 2,State Senate,B,"Coghill, John B. Jr.",REP,41
4.0,04-260 Goldstream No. 2,State House,4,"Guttenberg, David",DEM,108
4.0,04-265 Steese East-Gilmore,U.S. Senate,,"Blatchford, Edgar",DEM,42
4.0,04-265 Steese East-Gilmore,U.S. Senate,,"Metcalfe, Ray",DEM,45
4.0,04-265 Steese East-Gilmore,U.S. Senate,,"Stevens, Cean",LIB,11
4.0,04-265 Steese East-Gilmore,U.S. Senate,,"Kendall, Paul",REP,17
4.0,04-265 Steese East-Gilmore,U.S. Senate,,"Lamb, Thomas",REP,12
4.0,04-265 Steese East-Gilmore,U.S. Senate,,"Lochner, Bob",REP,43
4.0,04-265 Steese East-Gilmore,U.S. Senate,,"Murkowski, Lisa",REP,114
4.0,04-265 Steese East-Gilmore,U.S. House,1,"Hibler, William D. ",DEM,19
4.0,04-265 Steese East-Gilmore,U.S. House,1,"Hinz, Lynette ",DEM,9
4.0,04-265 Steese East-Gilmore,U.S. House,1,"Lindbeck, Steve",DEM,55
4.0,04-265 Steese East-Gilmore,U.S. House,1,"McDermott, Jim C. ",LIB,9
4.0,04-265 Steese East-Gilmore,U.S. House,1,"Watts, Jon B.",LIB,6
4.0,04-265 Steese East-Gilmore,U.S. House,1,"Heikes, Gerald L. ",REP,11
4.0,04-265 Steese East-Gilmore,U.S. House,1,"Tingley, Jesse J.",REP,6
4.0,04-265 Steese East-Gilmore,U.S. House,1,"Wright, Stephen T.",REP,43
4.0,04-265 Steese East-Gilmore,U.S. House,1,"Young, Don",REP,123
4.0,04-265 Steese East-Gilmore,State Senate,B,"Hopkins, Luke",DEM,99
4.0,04-265 Steese East-Gilmore,State Senate,B,"Coghill, John B. Jr.",REP,157
4.0,04-265 Steese East-Gilmore,State House,4,"Guttenberg, David",DEM,100
4.0,04-270 Steese West,U.S. Senate,,"Blatchford, Edgar",DEM,46
4.0,04-270 Steese West,U.S. Senate,,"Metcalfe, Ray",DEM,61
4.0,04-270 Steese West,U.S. Senate,,"Stevens, Cean",LIB,25
4.0,04-270 Steese West,U.S. Senate,,"Kendall, Paul",REP,18
4.0,04-270 Steese West,U.S. Senate,,"Lamb, Thomas",REP,12
4.0,04-270 Steese West,U.S. Senate,,"Lochner, Bob",REP,28
4.0,04-270 Steese West,U.S. Senate,,"Murkowski, Lisa",REP,153
4.0,04-270 Steese West,U.S. House,1,"Hibler, William D. ",DEM,26
4.0,04-270 Steese West,U.S. House,1,"Hinz, Lynette ",DEM,18
4.0,04-270 Steese West,U.S. House,1,"Lindbeck, Steve",DEM,66
4.0,04-270 Steese West,U.S. House,1,"McDermott, Jim C. ",LIB,16
4.0,04-270 Steese West,U.S. House,1,"Watts, Jon B.",LIB,5
4.0,04-270 Steese West,U.S. House,1,"Heikes, Gerald L. ",REP,10
4.0,04-270 Steese West,U.S. House,1,"Tingley, Jesse J.",REP,9
4.0,04-270 Steese West,U.S. House,1,"Wright, Stephen T.",REP,40
4.0,04-270 Steese West,U.S. House,1,"Young, Don",REP,148
4.0,04-270 Steese West,State Senate,B,"Hopkins, Luke",DEM,120
4.0,04-270 Steese West,State Senate,B,"Coghill, John B. Jr.",REP,178
4.0,04-270 Steese West,State House,4,"Guttenberg, David",DEM,119
4.0,04-280 University Hills,U.S. Senate,,"Blatchford, Edgar",DEM,19
4.0,04-280 University Hills,U.S. Senate,,"Metcalfe, Ray",DEM,14
4.0,04-280 University Hills,U.S. Senate,,"Stevens, Cean",LIB,4
4.0,04-280 University Hills,U.S. Senate,,"Kendall, Paul",REP,0
4.0,04-280 University Hills,U.S. Senate,,"Lamb, Thomas",REP,1
4.0,04-280 University Hills,U.S. Senate,,"Lochner, Bob",REP,3
4.0,04-280 University Hills,U.S. Senate,,"Murkowski, Lisa",REP,11
4.0,04-280 University Hills,U.S. House,1,"Hibler, William D. ",DEM,6
4.0,04-280 University Hills,U.S. House,1,"Hinz, Lynette ",DEM,2
4.0,04-280 University Hills,U.S. House,1,"Lindbeck, Steve",DEM,27
4.0,04-280 University Hills,U.S. House,1,"McDermott, Jim C. ",LIB,3
4.0,04-280 University Hills,U.S. House,1,"Watts, Jon B.",LIB,0
4.0,04-280 University Hills,U.S. House,1,"Heikes, Gerald L. ",REP,2
4.0,04-280 University Hills,U.S. House,1,"Tingley, Jesse J.",REP,1
4.0,04-280 University Hills,U.S. House,1,"Wright, Stephen T.",REP,5
4.0,04-280 University Hills,U.S. House,1,"Young, Don",REP,5
4.0,04-280 University Hills,State Senate,B,"Hopkins, Luke",DEM,39
4.0,04-280 University Hills,State Senate,B,"Coghill, John B. Jr.",REP,11
4.0,04-280 University Hills,State House,4,"Guttenberg, David",DEM,38
5.0,05-580 Airport,U.S. Senate,,"Blatchford, Edgar",DEM,3
5.0,05-580 Airport,U.S. Senate,,"Metcalfe, Ray",DEM,1
5.0,05-580 Airport,U.S. Senate,,"Stevens, Cean",LIB,0
5.0,05-580 Airport,U.S. Senate,,"Kendall, Paul",REP,3
5.0,05-580 Airport,U.S. Senate,,"Lamb, Thomas",REP,0
5.0,05-580 Airport,U.S. Senate,,"Lochner, Bob",REP,7
5.0,05-580 Airport,U.S. Senate,,"Murkowski, Lisa",REP,11
5.0,05-580 Airport,U.S. House,1,"Hibler, William D. ",DEM,1
5.0,05-580 Airport,U.S. House,1,"Hinz, Lynette ",DEM,0
5.0,05-580 Airport,U.S. House,1,"Lindbeck, Steve",DEM,3
5.0,05-580 Airport,U.S. House,1,"McDermott, Jim C. ",LIB,0
5.0,05-580 Airport,U.S. House,1,"Watts, Jon B.",LIB,0
5.0,05-580 Airport,U.S. House,1,"Heikes, Gerald L. ",REP,1
5.0,05-580 Airport,U.S. House,1,"Tingley, Jesse J.",REP,0
5.0,05-580 Airport,U.S. House,1,"Wright, Stephen T.",REP,4
5.0,05-580 Airport,U.S. House,1,"Young, Don",REP,17
5.0,05-580 Airport,State House,5,"Wool, Adam",DEM,3
5.0,05-580 Airport,State House,5,"Lojewski, Aaron",REP,17
5.0,05-582 Chena,U.S. Senate,,"Blatchford, Edgar",DEM,91
5.0,05-582 Chena,U.S. Senate,,"Metcalfe, Ray",DEM,121
5.0,05-582 Chena,U.S. Senate,,"Stevens, Cean",LIB,30
5.0,05-582 Chena,U.S. Senate,,"Kendall, Paul",REP,20
5.0,05-582 Chena,U.S. Senate,,"Lamb, Thomas",REP,8
5.0,05-582 Chena,U.S. Senate,,"Lochner, Bob",REP,32
5.0,05-582 Chena,U.S. Senate,,"Murkowski, Lisa",REP,177
5.0,05-582 Chena,U.S. House,1,"Hibler, William D. ",DEM,22
5.0,05-582 Chena,U.S. House,1,"Hinz, Lynette ",DEM,22
5.0,05-582 Chena,U.S. House,1,"Lindbeck, Steve",DEM,170
5.0,05-582 Chena,U.S. House,1,"McDermott, Jim C. ",LIB,23
5.0,05-582 Chena,U.S. House,1,"Watts, Jon B.",LIB,11
5.0,05-582 Chena,U.S. House,1,"Heikes, Gerald L. ",REP,13
5.0,05-582 Chena,U.S. House,1,"Tingley, Jesse J.",REP,8
5.0,05-582 Chena,U.S. House,1,"Wright, Stephen T.",REP,46
5.0,05-582 Chena,U.S. House,1,"Young, Don",REP,168
5.0,05-582 Chena,State House,5,"Wool, Adam",DEM,236
5.0,05-582 Chena,State House,5,"Lojewski, Aaron",REP,184
5.0,05-586 Geist,U.S. Senate,,"Blatchford, Edgar",DEM,26
5.0,05-586 Geist,U.S. Senate,,"Metcalfe, Ray",DEM,39
5.0,05-586 Geist,U.S. Senate,,"Stevens, Cean",LIB,8
5.0,05-586 Geist,U.S. Senate,,"Kendall, Paul",REP,9
5.0,05-586 Geist,U.S. Senate,,"Lamb, Thomas",REP,5
5.0,05-586 Geist,U.S. Senate,,"Lochner, Bob",REP,12
5.0,05-586 Geist,U.S. Senate,,"Murkowski, Lisa",REP,63
5.0,05-586 Geist,U.S. House,1,"Hibler, William D. ",DEM,9
5.0,05-586 Geist,U.S. House,1,"Hinz, Lynette ",DEM,7
5.0,05-586 Geist,U.S. House,1,"Lindbeck, Steve",DEM,50
5.0,05-586 Geist,U.S. House,1,"McDermott, Jim C. ",LIB,6
5.0,05-586 Geist,U.S. House,1,"Watts, Jon B.",LIB,1
5.0,05-586 Geist,U.S. House,1,"Heikes, Gerald L. ",REP,2
5.0,05-586 Geist,U.S. House,1,"Tingley, Jesse J.",REP,4
5.0,05-586 Geist,U.S. House,1,"Wright, Stephen T.",REP,26
5.0,05-586 Geist,U.S. House,1,"Young, Don",REP,57
5.0,05-586 Geist,State House,5,"Wool, Adam",DEM,72
5.0,05-586 Geist,State House,5,"Lojewski, Aaron",REP,69
5.0,05-587 Lakeview,U.S. Senate,,"Blatchford, Edgar",DEM,0
5.0,05-587 Lakeview,U.S. Senate,,"Metcalfe, Ray",DEM,3
5.0,05-587 Lakeview,U.S. Senate,,"Stevens, Cean",LIB,0
5.0,05-587 Lakeview,U.S. Senate,,"Kendall, Paul",REP,1
5.0,05-587 Lakeview,U.S. Senate,,"Lamb, Thomas",REP,1
5.0,05-587 Lakeview,U.S. Senate,,"Lochner, Bob",REP,0
5.0,05-587 Lakeview,U.S. Senate,,"Murkowski, Lisa",REP,3
5.0,05-587 Lakeview,U.S. House,1,"Hibler, William D. ",DEM,0
5.0,05-587 Lakeview,U.S. House,1,"Hinz, Lynette ",DEM,0
5.0,05-587 Lakeview,U.S. House,1,"Lindbeck, Steve",DEM,2
5.0,05-587 Lakeview,U.S. House,1,"McDermott, Jim C. ",LIB,1
5.0,05-587 Lakeview,U.S. House,1,"Watts, Jon B.",LIB,0
5.0,05-587 Lakeview,U.S. House,1,"Heikes, Gerald L. ",REP,1
5.0,05-587 Lakeview,U.S. House,1,"Tingley, Jesse J.",REP,1
5.0,05-587 Lakeview,U.S. House,1,"Wright, Stephen T.",REP,1
5.0,05-587 Lakeview,U.S. House,1,"Young, Don",REP,3
5.0,05-587 Lakeview,State House,5,"Wool, Adam",DEM,3
5.0,05-587 Lakeview,State House,5,"Lojewski, Aaron",REP,4
5.0,05-588 Pike,U.S. Senate,,"Blatchford, Edgar",DEM,5
5.0,05-588 Pike,U.S. Senate,,"Metcalfe, Ray",DEM,4
5.0,05-588 Pike,U.S. Senate,,"Stevens, Cean",LIB,0
5.0,05-588 Pike,U.S. Senate,,"Kendall, Paul",REP,7
5.0,05-588 Pike,U.S. Senate,,"Lamb, Thomas",REP,1
5.0,05-588 Pike,U.S. Senate,,"Lochner, Bob",REP,5
5.0,05-588 Pike,U.S. Senate,,"Murkowski, Lisa",REP,23
5.0,05-588 Pike,U.S. House,1,"Hibler, William D. ",DEM,2
5.0,05-588 Pike,U.S. House,1,"Hinz, Lynette ",DEM,2
5.0,05-588 Pike,U.S. House,1,"Lindbeck, Steve",DEM,4
5.0,05-588 Pike,U.S. House,1,"McDermott, Jim C. ",LIB,0
5.0,05-588 Pike,U.S. House,1,"Watts, Jon B.",LIB,0
5.0,05-588 Pike,U.S. House,1,"Heikes, Gerald L. ",REP,6
5.0,05-588 Pike,U.S. House,1,"Tingley, Jesse J.",REP,2
5.0,05-588 Pike,U.S. House,1,"Wright, Stephen T.",REP,12
5.0,05-588 Pike,U.S. House,1,"Young, Don",REP,16
5.0,05-588 Pike,State House,5,"Wool, Adam",DEM,8
5.0,05-588 Pike,State House,5,"Lojewski, Aaron",REP,34
5.0,05-590 Richardson,U.S. Senate,,"Blatchford, Edgar",DEM,0
5.0,05-590 Richardson,U.S. Senate,,"Metcalfe, Ray",DEM,2
5.0,05-590 Richardson,U.S. Senate,,"Stevens, Cean",LIB,0
5.0,05-590 Richardson,U.S. Senate,,"Kendall, Paul",REP,3
5.0,05-590 Richardson,U.S. Senate,,"Lamb, Thomas",REP,1
5.0,05-590 Richardson,U.S. Senate,,"Lochner, Bob",REP,0
5.0,05-590 Richardson,U.S. Senate,,"Murkowski, Lisa",REP,12
5.0,05-590 Richardson,U.S. House,1,"Hibler, William D. ",DEM,1
5.0,05-590 Richardson,U.S. House,1,"Hinz, Lynette ",DEM,0
5.0,05-590 Richardson,U.S. House,1,"Lindbeck, Steve",DEM,0
5.0,05-590 Richardson,U.S. House,1,"McDermott, Jim C. ",LIB,1
5.0,05-590 Richardson,U.S. House,1,"Watts, Jon B.",LIB,0
5.0,05-590 Richardson,U.S. House,1,"Heikes, Gerald L. ",REP,0
5.0,05-590 Richardson,U.S. House,1,"Tingley, Jesse J.",REP,1
5.0,05-590 Richardson,U.S. House,1,"Wright, Stephen T.",REP,3
5.0,05-590 Richardson,U.S. House,1,"Young, Don",REP,12
5.0,05-590 Richardson,State House,5,"Wool, Adam",DEM,2
5.0,05-590 Richardson,State House,5,"Lojewski, Aaron",REP,15
5.0,05-592 Shanly,U.S. Senate,,"Blatchford, Edgar",DEM,5
5.0,05-592 Shanly,U.S. Senate,,"Metcalfe, Ray",DEM,17
5.0,05-592 Shanly,U.S. Senate,,"Stevens, Cean",LIB,7
5.0,05-592 Shanly,U.S. Senate,,"Kendall, Paul",REP,2
5.0,05-592 Shanly,U.S. Senate,,"Lamb, Thomas",REP,4
5.0,05-592 Shanly,U.S. Senate,,"Lochner, Bob",REP,10
5.0,05-592 Shanly,U.S. Senate,,"Murkowski, Lisa",REP,21
5.0,05-592 Shanly,U.S. House,1,"Hibler, William D. ",DEM,4
5.0,05-592 Shanly,U.S. House,1,"Hinz, Lynette ",DEM,5
5.0,05-592 Shanly,U.S. House,1,"Lindbeck, Steve",DEM,11
5.0,05-592 Shanly,U.S. House,1,"McDermott, Jim C. ",LIB,5
5.0,05-592 Shanly,U.S. House,1,"Watts, Jon B.",LIB,3
5.0,05-592 Shanly,U.S. House,1,"Heikes, Gerald L. ",REP,2
5.0,05-592 Shanly,U.S. House,1,"Tingley, Jesse J.",REP,6
5.0,05-592 Shanly,U.S. House,1,"Wright, Stephen T.",REP,11
5.0,05-592 Shanly,U.S. House,1,"Young, Don",REP,18
5.0,05-592 Shanly,State House,5,"Wool, Adam",DEM,23
5.0,05-592 Shanly,State House,5,"Lojewski, Aaron",REP,35
5.0,05-594 University Campus,U.S. Senate,,"Blatchford, Edgar",DEM,4
5.0,05-594 University Campus,U.S. Senate,,"Metcalfe, Ray",DEM,4
5.0,05-594 University Campus,U.S. Senate,,"Stevens, Cean",LIB,0
5.0,05-594 University Campus,U.S. Senate,,"Kendall, Paul",REP,0
5.0,05-594 University Campus,U.S. Senate,,"Lamb, Thomas",REP,0
5.0,05-594 University Campus,U.S. Senate,,"Lochner, Bob",REP,0
5.0,05-594 University Campus,U.S. Senate,,"Murkowski, Lisa",REP,2
5.0,05-594 University Campus,U.S. House,1,"Hibler, William D. ",DEM,2
5.0,05-594 University Campus,U.S. House,1,"Hinz, Lynette ",DEM,1
5.0,05-594 University Campus,U.S. House,1,"Lindbeck, Steve",DEM,6
5.0,05-594 University Campus,U.S. House,1,"McDermott, Jim C. ",LIB,0
5.0,05-594 University Campus,U.S. House,1,"Watts, Jon B.",LIB,0
5.0,05-594 University Campus,U.S. House,1,"Heikes, Gerald L. ",REP,0
5.0,05-594 University Campus,U.S. House,1,"Tingley, Jesse J.",REP,0
5.0,05-594 University Campus,U.S. House,1,"Wright, Stephen T.",REP,1
5.0,05-594 University Campus,U.S. House,1,"Young, Don",REP,1
5.0,05-594 University Campus,State House,5,"Wool, Adam",DEM,9
5.0,05-594 University Campus,State House,5,"Lojewski, Aaron",REP,2
5.0,05-596 University West,U.S. Senate,,"Blatchford, Edgar",DEM,34
5.0,05-596 University West,U.S. Senate,,"Metcalfe, Ray",DEM,35
5.0,05-596 University West,U.S. Senate,,"Stevens, Cean",LIB,12
5.0,05-596 University West,U.S. Senate,,"Kendall, Paul",REP,4
5.0,05-596 University West,U.S. Senate,,"Lamb, Thomas",REP,7
5.0,05-596 University West,U.S. Senate,,"Lochner, Bob",REP,20
5.0,05-596 University West,U.S. Senate,,"Murkowski, Lisa",REP,93
5.0,05-596 University West,U.S. House,1,"Hibler, William D. ",DEM,11
5.0,05-596 University West,U.S. House,1,"Hinz, Lynette ",DEM,18
5.0,05-596 University West,U.S. House,1,"Lindbeck, Steve",DEM,43
5.0,05-596 University West,U.S. House,1,"McDermott, Jim C. ",LIB,7
5.0,05-596 University West,U.S. House,1,"Watts, Jon B.",LIB,3
5.0,05-596 University West,U.S. House,1,"Heikes, Gerald L. ",REP,7
5.0,05-596 University West,U.S. House,1,"Tingley, Jesse J.",REP,2
5.0,05-596 University West,U.S. House,1,"Wright, Stephen T.",REP,30
5.0,05-596 University West,U.S. House,1,"Young, Don",REP,83
5.0,05-596 University West,State House,5,"Wool, Adam",DEM,71
5.0,05-596 University West,State House,5,"Lojewski, Aaron",REP,96
6.0,06-005 Anderson,U.S. Senate,,"Blatchford, Edgar",DEM,3
6.0,06-005 Anderson,U.S. Senate,,"Metcalfe, Ray",DEM,3
6.0,06-005 Anderson,U.S. Senate,,"Stevens, Cean",LIB,2
6.0,06-005 Anderson,U.S. Senate,,"Kendall, Paul",REP,0
6.0,06-005 Anderson,U.S. Senate,,"Lamb, Thomas",REP,2
6.0,06-005 Anderson,U.S. Senate,,"Lochner, Bob",REP,1
6.0,06-005 Anderson,U.S. Senate,,"Murkowski, Lisa",REP,13
6.0,06-005 Anderson,U.S. House,1,"Hibler, William D. ",DEM,3
6.0,06-005 Anderson,U.S. House,1,"Hinz, Lynette ",DEM,0
6.0,06-005 Anderson,U.S. House,1,"Lindbeck, Steve",DEM,3
6.0,06-005 Anderson,U.S. House,1,"McDermott, Jim C. ",LIB,2
6.0,06-005 Anderson,U.S. House,1,"Watts, Jon B.",LIB,0
6.0,06-005 Anderson,U.S. House,1,"Heikes, Gerald L. ",REP,0
6.0,06-005 Anderson,U.S. House,1,"Tingley, Jesse J.",REP,1
6.0,06-005 Anderson,U.S. House,1,"Wright, Stephen T.",REP,4
6.0,06-005 Anderson,U.S. House,1,"Young, Don",REP,11
6.0,06-005 Anderson,State House,6,"Land, Jason T.",DEM,6
6.0,06-005 Anderson,State House,6,"Talerico, David M. ",REP,13
6.0,06-005 Anderson,State House,6,"Smith, Ryan",REP,3
6.0,06-007 Arctic Village,U.S. Senate,,"Blatchford, Edgar",DEM,16
6.0,06-007 Arctic Village,U.S. Senate,,"Metcalfe, Ray",DEM,16
6.0,06-007 Arctic Village,U.S. Senate,,"Stevens, Cean",LIB,5
6.0,06-007 Arctic Village,U.S. Senate,,"Kendall, Paul",REP,1
6.0,06-007 Arctic Village,U.S. Senate,,"Lamb, Thomas",REP,1
6.0,06-007 Arctic Village,U.S. Senate,,"Lochner, Bob",REP,2
6.0,06-007 Arctic Village,U.S. Senate,,"Murkowski, Lisa",REP,1
6.0,06-007 Arctic Village,U.S. House,1,"Hibler, William D. ",DEM,9
6.0,06-007 Arctic Village,U.S. House,1,"Hinz, Lynette ",DEM,9
6.0,06-007 Arctic Village,U.S. House,1,"Lindbeck, Steve",DEM,13
6.0,06-007 Arctic Village,U.S. House,1,"McDermott, Jim C. ",LIB,5
6.0,06-007 Arctic Village,U.S. House,1,"Watts, Jon B.",LIB,1
6.0,06-007 Arctic Village,U.S. House,1,"Heikes, Gerald L. ",REP,0
6.0,06-007 Arctic Village,U.S. House,1,"Tingley, Jesse J.",REP,0
6.0,06-007 Arctic Village,U.S. House,1,"Wright, Stephen T.",REP,2
6.0,06-007 Arctic Village,U.S. House,1,"Young, Don",REP,3
6.0,06-007 Arctic Village,State House,6,"Land, Jason T.",DEM,27
6.0,06-007 Arctic Village,State House,6,"Talerico, David M. ",REP,0
6.0,06-007 Arctic Village,State House,6,"Smith, Ryan",REP,5
6.0,06-010 Beaver,U.S. Senate,,"Blatchford, Edgar",DEM,5
6.0,06-010 Beaver,U.S. Senate,,"Metcalfe, Ray",DEM,4
6.0,06-010 Beaver,U.S. Senate,,"Stevens, Cean",LIB,0
6.0,06-010 Beaver,U.S. Senate,,"Kendall, Paul",REP,1
6.0,06-010 Beaver,U.S. Senate,,"Lamb, Thomas",REP,0
6.0,06-010 Beaver,U.S. Senate,,"Lochner, Bob",REP,1
6.0,06-010 Beaver,U.S. Senate,,"Murkowski, Lisa",REP,11
6.0,06-010 Beaver,U.S. House,1,"Hibler, William D. ",DEM,1
6.0,06-010 Beaver,U.S. House,1,"Hinz, Lynette ",DEM,3
6.0,06-010 Beaver,U.S. House,1,"Lindbeck, Steve",DEM,5
6.0,06-010 Beaver,U.S. House,1,"McDermott, Jim C. ",LIB,1
6.0,06-010 Beaver,U.S. House,1,"Watts, Jon B.",LIB,0
6.0,06-010 Beaver,U.S. House,1,"Heikes, Gerald L. ",REP,0
6.0,06-010 Beaver,U.S. House,1,"Tingley, Jesse J.",REP,1
6.0,06-010 Beaver,U.S. House,1,"Wright, Stephen T.",REP,4
6.0,06-010 Beaver,U.S. House,1,"Young, Don",REP,8
6.0,06-010 Beaver,State House,6,"Land, Jason T.",DEM,10
6.0,06-010 Beaver,State House,6,"Talerico, David M. ",REP,4
6.0,06-010 Beaver,State House,6,"Smith, Ryan",REP,8
6.0,06-012 Cantwell,U.S. Senate,,"Blatchford, Edgar",DEM,4
6.0,06-012 Cantwell,U.S. Senate,,"Metcalfe, Ray",DEM,2
6.0,06-012 Cantwell,U.S. Senate,,"Stevens, Cean",LIB,0
6.0,06-012 Cantwell,U.S. Senate,,"Kendall, Paul",REP,3
6.0,06-012 Cantwell,U.S. Senate,,"Lamb, Thomas",REP,2
6.0,06-012 Cantwell,U.S. Senate,,"Lochner, Bob",REP,2
6.0,06-012 Cantwell,U.S. Senate,,"Murkowski, Lisa",REP,10
6.0,06-012 Cantwell,U.S. House,1,"Hibler, William D. ",DEM,1
6.0,06-012 Cantwell,U.S. House,1,"Hinz, Lynette ",DEM,1
6.0,06-012 Cantwell,U.S. House,1,"Lindbeck, Steve",DEM,3
6.0,06-012 Cantwell,U.S. House,1,"McDermott, Jim C. ",LIB,1
6.0,06-012 Cantwell,U.S. House,1,"Watts, Jon B.",LIB,0
6.0,06-012 Cantwell,U.S. House,1,"Heikes, Gerald L. ",REP,4
6.0,06-012 Cantwell,U.S. House,1,"Tingley, Jesse J.",REP,0
6.0,06-012 Cantwell,U.S. House,1,"Wright, Stephen T.",REP,5
6.0,06-012 Cantwell,U.S. House,1,"Young, Don",REP,8
