precinct,office,district,party,candidate,votes
District 40 - Early Voting,U.S. House,1,REP,Young Don - R,3
District 40 - Early Voting,U.S. House,1,AD,Registered Voters,0
District 40 - Early Voting,U.S. House,1,AD,Times Counted,4
District 40 - Early Voting,U.S. House,1,AD,Galvin Alyse S. - N,2
District 40 - Early Voting,U.S. House,1,AD,"Hibler William Bill"" - D""",1
District 40 - Early Voting,U.S. House,1,AD,Tugatuk Ray Sean - D,1
District 40 - Early Voting,State Senate,T,REP,Registered Voters,0
District 40 - Early Voting,State Senate,T,REP,Times Counted,3
District 40 - Early Voting,State Senate,T,REP,Baker Thomas C. - R,3
District 40 - Early Voting,State Senate,T,REP,Moto Calvin D. II - R,0
District 40 - Early Voting,State Senate,T,AD,Registered Voters,0
District 40 - Early Voting,State Senate,T,AD,Times Counted,4
District 40 - Early Voting,State Senate,T,AD,"Olson Donald C. Donny"" - D""",4
District 40 - Early Voting,State House,40,AD,Registered Voters,0
District 40 - Early Voting,State House,40,AD,Times Counted,4
District 40 - Early Voting,State House,40,AD,Ferguson Elizabeth - D,2
District 1 - Question,U.S. Senate,,REP,Registered Voters,0
District 1 - Question,U.S. Senate,,REP,Times Counted,34
District 1 - Question,U.S. Senate,,REP,Sullivan Dan - R,33
District 1 - Question,U.S. Senate,,AD,Registered Voters,0
District 1 - Question,U.S. Senate,,AD,Times Counted,68
District 1 - Question,U.S. Senate,,AD,Blatchford Edgar - D,10
District 1 - Question,U.S. Senate,,AD,Cumings Chris C. - N,3
District 1 - Question,U.S. Senate,,AD,Gross Al - N,37
District 1 - Question,U.S. Senate,,AD,Howe John Wayne - A,14
District 1 - Question,U.S. House,1,REP,Registered Voters,0
District 1 - Question,U.S. House,1,REP,Times Counted,34
District 1 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",3
District 1 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",6
District 1 - Question,U.S. House,1,REP,Young Don - R,25
District 1 - Question,U.S. House,1,AD,Registered Voters,0
District 1 - Question,U.S. House,1,AD,Times Counted,68
District 1 - Question,U.S. House,1,AD,Galvin Alyse S. - N,49
District 1 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",9
District 1 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,7
District 1 - Question,State House,1,REP,Registered Voters,0
District 1 - Question,State House,1,REP,Times Counted,34
District 1 - Question,State House,1,REP,"Lebon Barton S. Bart"" - R""",14
District 1 - Question,State House,1,AD,Registered Voters,0
District 1 - Question,State House,1,AD,Times Counted,68
District 1 - Question,State House,1,AD,Colbert Bennie D. - D,27
District 1 - Question,State House,1,AD,Quist Christopher - D,14
District 2 - Question,U.S. Senate,,REP,Registered Voters,0
District 2 - Question,U.S. Senate,,REP,Times Counted,20
District 2 - Question,U.S. Senate,,REP,Sullivan Dan - R,20
District 2 - Question,U.S. Senate,,AD,Registered Voters,0
District 2 - Question,U.S. Senate,,AD,Times Counted,15
District 2 - Question,U.S. Senate,,AD,Blatchford Edgar - D,2
District 2 - Question,U.S. Senate,,AD,Cumings Chris C. - N,0
District 2 - Question,U.S. Senate,,AD,Gross Al - N,8
District 2 - Question,U.S. Senate,,AD,Howe John Wayne - A,5
District 2 - Question,U.S. House,1,REP,Registered Voters,0
District 2 - Question,U.S. House,1,REP,Times Counted,20
District 2 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",1
District 2 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",6
District 2 - Question,U.S. House,1,REP,Young Don - R,13
District 2 - Question,U.S. House,1,AD,Registered Voters,0
District 2 - Question,U.S. House,1,AD,Times Counted,15
District 2 - Question,U.S. House,1,AD,Galvin Alyse S. - N,13
District 2 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",1
District 2 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,1
District 2 - Question,State House,2,REP,Registered Voters,0
District 2 - Question,State House,2,REP,Times Counted,20
District 2 - Question,State House,2,REP,Selle Dave - R,2
District 2 - Question,State House,2,REP,Thompson Steve M. - R,3
District 2 - Question,State House,2,AD,Registered Voters,0
District 2 - Question,State House,2,AD,Times Counted,15
District 2 - Question,State House,2,AD,Youmans Jeremiah A. - D,1
District 3 - Question,U.S. Senate,,REP,Registered Voters,0
District 3 - Question,U.S. Senate,,REP,Times Counted,39
District 3 - Question,U.S. Senate,,REP,Sullivan Dan - R,33
District 3 - Question,U.S. Senate,,AD,Registered Voters,0
District 3 - Question,U.S. Senate,,AD,Times Counted,14
District 3 - Question,U.S. Senate,,AD,Blatchford Edgar - D,0
District 3 - Question,U.S. Senate,,AD,Cumings Chris C. - N,1
District 3 - Question,U.S. Senate,,AD,Gross Al - N,10
District 3 - Question,U.S. Senate,,AD,Howe John Wayne - A,3
District 3 - Question,U.S. House,1,REP,Registered Voters,0
District 3 - Question,U.S. House,1,REP,Times Counted,39
District 3 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",6
District 3 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",8
District 3 - Question,U.S. House,1,REP,Young Don - R,24
District 3 - Question,U.S. House,1,AD,Registered Voters,0
District 3 - Question,U.S. House,1,AD,Times Counted,14
District 3 - Question,U.S. House,1,AD,Galvin Alyse S. - N,12
District 3 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",2
District 3 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,0
District 3 - Question,State Senate,B,REP,Registered Voters,0
District 3 - Question,State Senate,B,REP,Times Counted,39
District 3 - Question,State Senate,B,REP,Coghill John B. Jr. - R,8
District 3 - Question,State Senate,B,REP,Myers Robert H. Jr. - R,15
District 3 - Question,State House,3,REP,Registered Voters,0
District 3 - Question,State House,3,REP,Times Counted,39
District 3 - Question,State House,3,REP,"Prax Glenn M. Mike"" - R""",21
District 4 - Question,U.S. Senate,,REP,Registered Voters,0
District 4 - Question,U.S. Senate,,REP,Times Counted,36
District 4 - Question,U.S. Senate,,REP,Sullivan Dan - R,32
District 4 - Question,U.S. Senate,,AD,Registered Voters,0
District 4 - Question,U.S. Senate,,AD,Times Counted,55
District 4 - Question,U.S. Senate,,AD,Blatchford Edgar - D,7
District 4 - Question,U.S. Senate,,AD,Cumings Chris C. - N,3
District 4 - Question,U.S. Senate,,AD,Gross Al - N,38
District 4 - Question,U.S. Senate,,AD,Howe John Wayne - A,4
District 4 - Question,U.S. House,1,REP,Registered Voters,0
District 4 - Question,U.S. House,1,REP,Times Counted,36
District 4 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",4
District 4 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",8
District 4 - Question,U.S. House,1,REP,Young Don - R,22
District 4 - Question,U.S. House,1,AD,Registered Voters,0
District 4 - Question,U.S. House,1,AD,Times Counted,55
District 4 - Question,U.S. House,1,AD,Galvin Alyse S. - N,43
District 4 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",4
District 4 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,4
District 4 - Question,State Senate,B,REP,Registered Voters,0
District 4 - Question,State Senate,B,REP,Times Counted,36
District 4 - Question,State Senate,B,REP,Coghill John B. Jr. - R,7
District 4 - Question,State Senate,B,REP,Myers Robert H. Jr. - R,7
District 4 - Question,State House,4,REP,Registered Voters,0
District 4 - Question,State House,4,REP,Times Counted,36
District 4 - Question,State House,4,REP,Kurber Keith - R,10
District 4 - Question,State House,4,AD,Registered Voters,0
District 4 - Question,State House,4,AD,Times Counted,55
District 4 - Question,State House,4,AD,Hopkins Grier H. - D,19
District 5 - Question,U.S. Senate,,REP,Registered Voters,0
District 5 - Question,U.S. Senate,,REP,Times Counted,26
District 5 - Question,U.S. Senate,,REP,Sullivan Dan - R,25
District 5 - Question,U.S. Senate,,AD,Registered Voters,0
District 5 - Question,U.S. Senate,,AD,Times Counted,56
District 5 - Question,U.S. Senate,,AD,Blatchford Edgar - D,5
District 5 - Question,U.S. Senate,,AD,Cumings Chris C. - N,3
District 5 - Question,U.S. Senate,,AD,Gross Al - N,38
District 5 - Question,U.S. Senate,,AD,Howe John Wayne - A,7
District 5 - Question,U.S. House,1,REP,Registered Voters,0
District 5 - Question,U.S. House,1,REP,Times Counted,26
District 5 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",4
District 5 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",3
District 5 - Question,U.S. House,1,REP,Young Don - R,19
District 5 - Question,U.S. House,1,AD,Registered Voters,0
District 5 - Question,U.S. House,1,AD,Times Counted,56
District 5 - Question,U.S. House,1,AD,Galvin Alyse S. - N,46
District 5 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",4
District 5 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,6
District 5 - Question,State House,5,REP,Registered Voters,0
District 5 - Question,State House,5,REP,Times Counted,26
District 5 - Question,State House,5,REP,McKinley Kevin M. - R,7
District 5 - Question,State House,5,AD,Registered Voters,0
District 5 - Question,State House,5,AD,Times Counted,56
District 5 - Question,State House,5,AD,Hughes Taryn M. - D,7
District 5 - Question,State House,5,AD,Wool Adam L. - D,13
District 6 - Question,U.S. Senate,,REP,Registered Voters,0
District 6 - Question,U.S. Senate,,REP,Times Counted,63
District 6 - Question,U.S. Senate,,REP,Sullivan Dan - R,57
District 6 - Question,U.S. Senate,,AD,Registered Voters,0
District 6 - Question,U.S. Senate,,AD,Times Counted,44
District 6 - Question,U.S. Senate,,AD,Blatchford Edgar - D,6
District 6 - Question,U.S. Senate,,AD,Cumings Chris C. - N,6
District 6 - Question,U.S. Senate,,AD,Gross Al - N,27
District 6 - Question,U.S. Senate,,AD,Howe John Wayne - A,5
District 6 - Question,U.S. House,1,REP,Registered Voters,0
District 6 - Question,U.S. House,1,REP,Times Counted,63
District 6 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",8
District 6 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",7
District 6 - Question,U.S. House,1,REP,Young Don - R,42
District 6 - Question,U.S. House,1,AD,Registered Voters,0
District 6 - Question,U.S. House,1,AD,Times Counted,44
District 6 - Question,U.S. House,1,AD,Galvin Alyse S. - N,33
District 6 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",1
District 6 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,9
District 6 - Question,State House,6,REP,Registered Voters,0
District 6 - Question,State House,6,REP,Times Counted,63
District 6 - Question,State House,6,REP,Cronk Mike - R,24
District 6 - Question,State House,6,REP,Morris Julie M. - R,3
District 6 - Question,State House,6,REP,Smith Ryan - R,2
District 6 - Question,State House,6,AD,Registered Voters,0
District 6 - Question,State House,6,AD,Times Counted,44
District 6 - Question,State House,6,AD,Hnilicka Julia A. - D,18
District 7 - Question,U.S. Senate,,REP,Registered Voters,0
District 7 - Question,U.S. Senate,,REP,Times Counted,89
District 7 - Question,U.S. Senate,,REP,Sullivan Dan - R,84
District 7 - Question,U.S. Senate,,AD,Registered Voters,0
District 7 - Question,U.S. Senate,,AD,Times Counted,33
District 7 - Question,U.S. Senate,,AD,Blatchford Edgar - D,1
District 7 - Question,U.S. Senate,,AD,Cumings Chris C. - N,4
District 7 - Question,U.S. Senate,,AD,Gross Al - N,19
District 7 - Question,U.S. Senate,,AD,Howe John Wayne - A,8
District 7 - Question,U.S. House,1,REP,Registered Voters,0
District 7 - Question,U.S. House,1,REP,Times Counted,89
District 7 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",3
District 7 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",24
District 7 - Question,U.S. House,1,REP,Young Don - R,62
District 7 - Question,U.S. House,1,AD,Registered Voters,0
District 7 - Question,U.S. House,1,AD,Times Counted,33
District 7 - Question,U.S. House,1,AD,Galvin Alyse S. - N,24
District 7 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",3
District 7 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,6
District 7 - Question,State Senate,D,REP,Registered Voters,0
District 7 - Question,State Senate,D,REP,Times Counted,89
District 7 - Question,State Senate,D,REP,Lee Huhnkie - R,0
District 7 - Question,State Senate,D,REP,"Rupright Bernadette Bee"" - R""",6
District 7 - Question,State Senate,D,REP,McCain-Finch Chandra S. - R,2
District 7 - Question,State Senate,D,REP,"Thurman Loy Santa"" - R""",21
District 7 - Question,State Senate,D,REP,Wilson David S. - R,8
District 7 - Question,State Senate,D,REP,Wright Stephen - R,9
District 7 - Question,State Senate,D,AD,Registered Voters,0
District 7 - Question,State Senate,D,AD,Times Counted,33
District 7 - Question,State Senate,D,AD,Lamb Thomas - N,17
District 7 - Question,State House,7,REP,Registered Voters,0
District 7 - Question,State House,7,REP,Times Counted,89
District 7 - Question,State House,7,REP,Gattis Lynn - R,13
District 7 - Question,State House,7,REP,Kurka Christopher - R,26
District 8 - Question,U.S. Senate,,REP,Registered Voters,0
District 8 - Question,U.S. Senate,,REP,Times Counted,136
District 8 - Question,U.S. Senate,,REP,Sullivan Dan - R,133
District 8 - Question,U.S. Senate,,AD,Registered Voters,0
District 8 - Question,U.S. Senate,,AD,Times Counted,36
District 8 - Question,U.S. Senate,,AD,Blatchford Edgar - D,8
District 8 - Question,U.S. Senate,,AD,Cumings Chris C. - N,1
District 8 - Question,U.S. Senate,,AD,Gross Al - N,22
District 8 - Question,U.S. Senate,,AD,Howe John Wayne - A,5
District 8 - Question,U.S. House,1,REP,Registered Voters,0
District 8 - Question,U.S. House,1,REP,Times Counted,136
District 8 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",9
District 8 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",28
District 8 - Question,U.S. House,1,REP,Young Don - R,98
District 8 - Question,U.S. House,1,AD,Registered Voters,0
District 8 - Question,U.S. House,1,AD,Times Counted,36
District 8 - Question,U.S. House,1,AD,Galvin Alyse S. - N,26
District 8 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",5
District 8 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,4
District 8 - Question,State Senate,D,REP,Registered Voters,0
District 8 - Question,State Senate,D,REP,Times Counted,136
District 8 - Question,State Senate,D,REP,Lee Huhnkie - R,1
District 8 - Question,State Senate,D,REP,"Rupright Bernadette Bee"" - R""",8
District 8 - Question,State Senate,D,REP,McCain-Finch Chandra S. - R,11
District 8 - Question,State Senate,D,REP,"Thurman Loy Santa"" - R""",21
District 8 - Question,State Senate,D,REP,Wilson David S. - R,34
District 8 - Question,State Senate,D,REP,Wright Stephen - R,22
District 8 - Question,State Senate,D,AD,Registered Voters,0
District 8 - Question,State Senate,D,AD,Times Counted,36
District 8 - Question,State Senate,D,AD,Lamb Thomas - N,26
District 8 - Question,State House,8,REP,Registered Voters,0
District 8 - Question,State House,8,REP,Times Counted,136
District 8 - Question,State House,8,REP,Neuman Mark A. - R,29
District 8 - Question,State House,8,REP,McCabe Kevin J. - R,64
District 8 - Question,State House,8,AD,Registered Voters,0
District 8 - Question,State House,8,AD,Times Counted,36
District 8 - Question,State House,8,AD,Hartley Alma N. - D,24
District 9 - Question,U.S. Senate,,REP,Registered Voters,0
District 9 - Question,U.S. Senate,,REP,Times Counted,86
District 9 - Question,U.S. Senate,,REP,Sullivan Dan - R,81
District 9 - Question,U.S. Senate,,AD,Registered Voters,0
District 9 - Question,U.S. Senate,,AD,Times Counted,28
District 9 - Question,U.S. Senate,,AD,Blatchford Edgar - D,4
District 9 - Question,U.S. Senate,,AD,Cumings Chris C. - N,1
District 9 - Question,U.S. Senate,,AD,Gross Al - N,21
District 9 - Question,U.S. Senate,,AD,Howe John Wayne - A,2
District 9 - Question,U.S. House,1,REP,Registered Voters,0
District 9 - Question,U.S. House,1,REP,Times Counted,86
District 9 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",8
District 9 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",17
District 9 - Question,U.S. House,1,REP,Young Don - R,60
District 9 - Question,U.S. House,1,AD,Registered Voters,0
District 9 - Question,U.S. House,1,AD,Times Counted,28
District 9 - Question,U.S. House,1,AD,Galvin Alyse S. - N,23
District 9 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",2
District 9 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,2
District 9 - Question,State House,9,REP,Registered Voters,0
District 9 - Question,State House,9,REP,Times Counted,86
District 9 - Question,State House,9,REP,"Howard Lucas D. LD"" - R""",19
District 9 - Question,State House,9,REP,Rauscher George - R,23
District 9 - Question,State House,9,AD,Registered Voters,0
District 9 - Question,State House,9,AD,Times Counted,28
District 9 - Question,State House,9,AD,Johnson Bill - D,14
District 10 - Question,U.S. Senate,,REP,Registered Voters,0
District 10 - Question,U.S. Senate,,REP,Times Counted,122
District 10 - Question,U.S. Senate,,REP,Sullivan Dan - R,117
District 10 - Question,U.S. Senate,,AD,Registered Voters,0
District 10 - Question,U.S. Senate,,AD,Times Counted,41
District 10 - Question,U.S. Senate,,AD,Blatchford Edgar - D,2
District 10 - Question,U.S. Senate,,AD,Cumings Chris C. - N,3
District 10 - Question,U.S. Senate,,AD,Gross Al - N,32
District 10 - Question,U.S. Senate,,AD,Howe John Wayne - A,4
District 10 - Question,U.S. House,1,REP,Registered Voters,0
District 10 - Question,U.S. House,1,REP,Times Counted,122
District 10 - Question,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",6
District 10 - Question,U.S. House,1,REP,"Nelson T. John"" - R""",30
District 10 - Question,U.S. House,1,REP,Young Don - R,85
District 10 - Question,U.S. House,1,AD,Registered Voters,0
District 10 - Question,U.S. House,1,AD,Times Counted,41
District 10 - Question,U.S. House,1,AD,Galvin Alyse S. - N,36
District 10 - Question,U.S. House,1,AD,"Hibler William Bill"" - D""",0
District 10 - Question,U.S. House,1,AD,Tugatuk Ray Sean - D,2
